velocity_mps, force_N
-0.24973418394471025, -78.5560344827586
-0.22488038277511962, -75.64655172413791
-0.19989367357788412, -71.76724137931024
-0.17490696438064857, -65.94827586206884
-0.1497873471557682, -63.03879310344814
-0.1248006379585327, -59.159482758620584
-0.09994683678894205, -55.280172413793025
-0.0746943115364168, -50.431034482758605
-0.04984051036682616, -48.49137931034477
-0.024853801169590642, -40.73275862068954
-0.011297182349813924, -36.85344827586209
 0.000000000000000000, 0.000000000000000
0.012360446570972891, 59.159482758620754
0.02472089314194577, 64.00862068965523
0.0497076023391813, 67.88793103448279
0.07482721956406167, 70.79741379310349
0.09981392876129719, 75.64655172413796
0.12493354598617758, 79.52586206896558
0.1497873471557682, 83.4051724137932
0.17477405635300375, 89.22413793103453
0.200026581605529, 93.10344827586215
0.22488038277511962, 97.95258620689663
0.24986709197235513, 101.83189655172418
