velocity_mps, force_N
-0.2498663816141101, -350.86393088552916
-0.22487974345269912, -339.2008639308855
-0.200026723677178, -327.5377969762419
-0.1749064671298771, -314.90280777537794
-0.14991982896846606, -302.26781857451397
-0.12493319080705502, -276.99784017278614
-0.09994655264564405, -248.81209503239734
-0.07495991448423303, -176.889848812095
-0.049973276322822016, -107.88336933045355
-0.02498663816141101, -47.62419006479479
 0.00000000000000000, 0.0000000000000000
0.024853019775521113, 77.75377969762422
0.049973276322822016, 174.94600431965443
0.07495991448423303, 242.00863930885527
0.09981293425975414, 309.0712742980561
0.12493319080705502, 334.341252699784
0.14991982896846606, 357.66738660907123
0.17477284874398719, 376.133909287257
0.200026723677178, 391.6846652267818
0.2251469802244789, 409.1792656587472
0.25, 426.6738660907127
