velocity_mps, force_N
-0.2498663816141101, -377.10583153347727
-0.2251469802244789, -365.4427645788337
-0.1998931052912881, -353.77969762419
-0.1751737039016569, -342.11663066954634
-0.14991982896846606, -331.42548596112306
-0.12493319080705502, -316.8466522678185
-0.09994655264564405, -300.3239740820734
-0.07495991448423303, -254.64362850971918
-0.05117584179583111, -212.85097192224623
-0.049973276322822016, -208.96328293736497
-0.02498663816141101, -93.304535637149
 0.00000000000000000, 0.000000000000000
0.018706574024585778, 101.07991360691142
0.02512025654730091, 141.90064794816408
0.049973276322822016, 267.27861771058315
0.051042223409941204, 271.1663066954643
0.07495991448423303, 305.18358531317494
0.10021378941742384, 342.1166306695464
0.12506680919294494, 364.47084233261336
0.15005344735435597, 385.85313174946
0.1749064671298771, 401.4038876889848
0.200026723677178, 415.01079913606907
0.2252805986103688, 429.5896328293736
0.2501336183858899, 443.1965442764578
