velocity_mps, force_N
-0.25026723677177976, -281.8574514038877
-0.225013361838589, -250.75593952483803
-0.200026723677178, -219.65442764578825
-0.1749064671298771, -189.52483801295887
-0.14978621058257618, -158.4233261339093
-0.12506680919294494, -122.4622030237581
-0.09994655264564405, -88.44492440604745
-0.07482629609834313, -63.17494600431962
-0.049973276322822016, -39.84881209503237
-0.02512025654730091, -21.382289416846675
 0.00000000000000000, 0.0000000000000000
0.012560128273650457, 27.213822894168402
0.02498663816141101, 34.98920086393093
0.05010689470871192, 61.23110151187905
0.07495991448423303, 98.16414686825055
0.10008017103153394, 139.95680345572356
0.12506680919294494, 192.44060475161984
0.14991982896846606, 242.98056155507555
0.1749064671298771, 272.13822894168464
0.1998931052912881, 298.3801295896328
0.2251469802244789, 322.67818574514035
0.2498663816141101, 348.92008639308847
