velocity_mps, force_N
-0.24986709197235513, -286.0991379310344
-0.2250132908027645, -278.3405172413792
-0.200026581605529, -270.58189655172407
-0.17490696438064857, -264.7629310344827
-0.14992025518341306, -256.0344827586207
-0.12506645401382244, -250.2155172413792
-0.1002126528442318, -241.4870689655171
-0.07482721956406167, -230.8189655172414
-0.0497076023391813, -219.1810344827586
-0.012227538543328018, -198.81465517241372
 0.00000000000000000, 0.000000000000000
0.012493354598617758, 221.1206896551725
0.024853801169590642, 234.69827586206907
0.04984051036682616, 249.24568965517244
0.07496012759170655, 262.823275862069
0.10007974481658692, 276.4008620689656
0.12506645401382244, 286.0991379310346
0.15005316321105794, 297.7370689655173
0.17490696438064857, 306.4655172413794
0.19989367357788412, 317.13362068965523
0.22488038277511962, 325.8620689655173
0.24986709197235513, 335.5603448275863
