velocity_mps, force_N
-0.2498663816141101, -333.36933045356363
-0.22487974345269912, -318.7904967602591
-0.200026723677178, -303.23974082073426
-0.1749064671298771, -287.6889848812094
-0.14991982896846606, -271.1663066954644
-0.12493319080705502, -227.42980561555078
-0.09994655264564405, -183.69330453563714
-0.07482629609834313, -126.34989200863936
-0.049973276322822016, -69.00647948164146
-0.02498663816141101, -33.04535637149024
 0.00000000000000000, 0.000000000000000
0.012426509887760558, 36.93304535637151
0.024853019775521113, 53.45572354211663
0.049839657936932125, 100.10799136069113
0.07482629609834313, 173.0021598272138
0.09981293425975414, 246.86825053995682
0.12506680919294494, 285.74514038876885
0.15005344735435597, 318.79049676025915
0.17477284874398719, 342.1166306695464
0.200026723677178, 360.58315334773215
0.225013361838589, 379.04967602591785
0.25, 396.5442764578833
