velocity_mps, force_N
-0.24973418394471025, -406.35775862068965
-0.22488038277511962, -396.6594827586206
-0.200026581605529, -385.0215517241379
-0.17490696438064857, -375.32327586206895
-0.1501860712387028, -365.625
-0.12506645401382244, -353.01724137931024
-0.09994683678894205, -341.37931034482756
-0.07496012759170655, -326.83189655172407
-0.04984051036682616, -312.2844827586206
-0.02511961722488039, -277.3706896551723
-0.012227538543328018, -248.27586206896547
 0.00000000000000000, 0.0000000000000000
0.012227538543328018, 280.28017241379314
0.024986709197235515, 306.4655172413794
0.04984051036682616, 331.6810344827587
0.07482721956406167, 356.896551724138
0.1002126528442318, 381.14224137931046
0.12506645401382244, 399.56896551724145
0.15005316321105794, 417.99568965517244
0.17490696438064857, 429.63362068965523
0.19989367357788412, 442.2413793103449
0.22488038277511962, 454.84913793103453
0.24986709197235513, 465.5172413793104
